region,gender,education,policy_type,vehicle_class,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount
6718,west,m,high school or below,personal auto,two-door car,2751,93102,68,0.0,579
6719,west,m,college,personal auto,four-door car,5495,25564,71,0.0,229
6720,west,f,bachelor,personal auto,four-door car,2471,29918,62,0.0,109
6721,west,f,bachelor,corporate auto,suv,4128,95891,102,0.0,34
6722,west,m,high school or below,personal auto,suv,15235,72988,127,0.0,277
6724,west,m,bachelor,personal auto,four-door car,6575,84146,82,0.0,465
6725,west,m,college,corporate auto,four-door car,7425,36259,63,0.0,302
6726,west,m,college,corporate auto,suv,3924,56480,101,0.0,618
6727,west,f,college,personal auto,suv,8661,79674,107,0.0,9
6728,west,m,college,corporate auto,two-door car,8131,61036,68,0.0,413
6729,west,f,bachelor,personal auto,suv,12751,33235,110,0.0,114
6731,west,m,high school or below,personal auto,four-door car,6406,48131,82,0.0,394
6733,west,m,college,corporate auto,suv,9095,37937,116,0.0,557
6734,west,f,college,personal auto,suv,4794,70012,119,0.0,755
6736,west,m,high school or below,personal auto,four-door car,8167,37707,82,0.0,590
6737,west,m,high school or below,corporate auto,suv,8808,59762,113,0.0,542
6738,west,m,bachelor,corporate auto,four-door car,9062,37707,65,0.0,413
6742,west,m,high school or below,personal auto,four-door car,2410,37707,70,0.0,504
6743,west,f,doctor,personal auto,four-door car,5520,70914,68,0.0,78
6744,west,f,college,personal auto,suv,10090,97238,126,0.0,605
6746,west,f,high school or below,personal auto,four-door car,2591,37707,67,0.0,322
6747,west,f,bachelor,personal auto,four-door car,4957,37707,67,0.0,322
6749,west,m,high school or below,corporate auto,four-door car,5601,42360,71,0.0,100
6750,west,f,bachelor,corporate auto,four-door car,7371,67871,61,0.0,10
6751,west,f,college,personal auto,two-door car,15504,29932,64,0.0,320
6752,west,m,high school or below,corporate auto,four-door car,5385,37707,78,0.0,749
6753,west,m,high school or below,personal auto,two-door car,4050,82758,101,0.0,179
6754,west,f,bachelor,personal auto,suv,12766,37707,117,0.0,842
6755,west,f,bachelor,personal auto,two-door car,9159,96331,114,0.0,491
6759,west,m,college,personal auto,four-door car,8607,37707,118,0.0,566
6760,west,m,bachelor,personal auto,two-door car,4223,37707,63,0.0,302
6762,west,m,college,corporate auto,two-door car,9368,44980,81,0.0,333
6763,west,m,master,personal auto,suv,4365,23566,112,0.0,538
6764,west,f,college,corporate auto,four-door car,3384,54603,86,0.0,413
6765,west,m,high school or below,personal auto,two-door car,2409,37707,67,0.0,482
6766,west,f,high school or below,personal auto,four-door car,7209,37707,99,0.0,715
6767,west,m,college,personal auto,sports car,3876,37707,117,0.0,842
6768,west,f,college,personal auto,four-door car,2735,96314,69,0.0,297
6769,west,f,bachelor,corporate auto,four-door car,3093,31168,78,0.0,289
6770,west,f,high school or below,personal auto,two-door car,5007,37707,71,0.0,359
6771,west,m,college,personal auto,suv,14383,52174,121,0.0,404
6772,west,f,college,personal auto,four-door car,2763,72335,69,0.0,331
6774,west,m,doctor,corporate auto,four-door car,5600,37707,73,0.0,350
6776,west,f,high school or below,corporate auto,four-door car,3436,37707,95,0.0,679
6777,west,m,college,personal auto,four-door car,5575,20075,71,0.0,372
6781,west,f,bachelor,corporate auto,four-door car,5358,40833,69,0.0,295
6783,west,m,high school or below,personal auto,four-door car,4635,37707,62,0.0,298
6784,west,m,college,personal auto,two-door car,8081,85210,68,0.0,33
6785,west,f,bachelor,corporate auto,four-door car,5678,37707,76,0.0,365
6786,west,f,master,corporate auto,four-door car,5244,44851,66,0.0,440
6790,west,f,college,personal auto,suv,13447,26708,122,0.0,586
6791,west,f,college,personal auto,four-door car,2722,17576,71,0.0,399
6793,west,m,college,corporate auto,suv,7897,37707,111,0.0,190
6794,west,m,master,personal auto,two-door car,2821,35855,70,0.0,278
6795,west,f,high school or below,personal auto,four-door car,6904,37707,98,0.0,1032
6796,west,m,bachelor,personal auto,four-door car,7690,37707,73,0.0,618
6798,west,f,bachelor,corporate auto,suv,4078,53093,103,0.0,99
6800,west,m,college,corporate auto,four-door car,3653,37707,107,0.0,770
6801,west,f,bachelor,personal auto,suv,4837,37707,136,0.0,979
6802,west,m,college,personal auto,two-door car,13009,37707,61,0.0,380
6803,west,m,college,personal auto,four-door car,2613,37073,66,0.0,317
6805,west,m,high school or below,corporate auto,suv,8901,46814,113,0.0,542
6808,west,m,college,personal auto,four-door car,8053,17301,105,0.0,639
6809,west,f,high school or below,corporate auto,four-door car,5229,69545,65,0.0,312
6811,west,m,bachelor,personal auto,sports car,5492,74271,136,0.0,174
6812,west,m,high school or below,corporate auto,four-door car,2592,72421,65,0.0,312
6813,west,f,bachelor,personal auto,four-door car,3658,62650,92,0.0,149
6814,west,m,high school or below,personal auto,suv,5319,37331,134,0.0,899
6819,west,m,bachelor,personal auto,four-door car,8725,69772,112,0.0,538
6820,west,f,bachelor,personal auto,suv,7687,37707,109,0.0,523
6821,west,f,master,corporate auto,suv,9150,32370,115,0.0,552
6823,west,f,college,personal auto,four-door car,2776,38222,71,0.0,167
6824,west,f,high school or below,corporate auto,suv,4384,32272,110,0.0,6
6826,west,m,college,personal auto,two-door car,11472,62134,73,0.0,25
6828,west,m,bachelor,personal auto,four-door car,3450,68082,88,0.0,40
6829,west,f,high school or below,corporate auto,four-door car,2537,34653,64,0.0,307
6830,west,f,college,personal auto,two-door car,7330,26906,92,0.0,107
6831,west,f,high school or below,personal auto,suv,8886,20903,117,0.0,562
6833,west,f,high school or below,corporate auto,four-door car,2699,76025,67,0.0,151
6835,west,m,college,personal auto,suv,8152,37707,114,0.0,821
6836,west,m,bachelor,corporate auto,four-door car,8623,97361,73,0.0,350
6837,west,f,high school or below,personal auto,four-door car,2785,20814,72,0.0,289
6839,west,m,bachelor,personal auto,four-door car,8936,18141,116,0.0,722
6843,west,m,master,personal auto,two-door car,5315,66467,66,0.0,295
6844,west,f,college,personal auto,four-door car,3522,90804,87,0.0,169
6845,west,f,bachelor,corporate auto,sports car,8133,36737,102,0.0,513
6848,west,f,college,corporate auto,suv,4349,75648,108,0.0,113
6851,west,f,master,personal auto,four-door car,8704,61897,72,0.0,3
6852,west,m,master,personal auto,four-door car,8384,68717,70,0.0,811
6853,west,f,bachelor,corporate auto,four-door car,3540,62863,88,0.0,95
6854,west,f,college,personal auto,four-door car,5379,24702,68,0.0,215
6857,west,f,high school or below,corporate auto,two-door car,7522,47727,94,0.0,451
6860,west,f,high school or below,corporate auto,suv,12695,73274,105,0.0,284
6861,west,f,college,personal auto,two-door car,3591,82918,89,0.0,30
6862,west,m,high school or below,personal auto,four-door car,3934,20920,103,0.0,494
6864,west,m,master,personal auto,suv,5268,39722,133,0.0,638
6866,west,f,bachelor,personal auto,four-door car,5746,51335,71,0.0,172
6867,west,m,bachelor,personal auto,suv,8845,45600,113,0.0,618
6869,west,m,college,corporate auto,four-door car,10212,93920,84,0.0,213
6870,west,m,bachelor,corporate auto,four-door car,2557,37707,71,0.0,341
6871,west,m,bachelor,personal auto,four-door car,15552,37707,64,0.0,307
6872,west,f,master,corporate auto,two-door car,4904,27593,63,0.0,241
6873,west,m,bachelor,personal auto,suv,13931,37695,118,0.0,352
6874,west,m,bachelor,personal auto,four-door car,7756,97592,65,0.0,312
6875,west,m,college,personal auto,four-door car,11233,37707,74,0.0,355
6876,west,f,high school or below,personal auto,four-door car,12488,31283,104,0.0,499
6878,west,m,bachelor,personal auto,suv,13277,96402,110,0.0,380
6881,west,m,doctor,corporate auto,suv,10733,75728,133,0.0,44
6882,west,f,college,corporate auto,four-door car,7201,37707,66,0.0,317
6884,west,m,high school or below,corporate auto,four-door car,5308,37707,73,0.0,526
6886,west,f,bachelor,personal auto,sports car,4319,11811,110,0.0,809
6887,west,m,high school or below,personal auto,four-door car,6556,37707,63,0.0,454
6888,west,f,college,personal auto,two-door car,5706,37707,74,0.0,432
6889,west,f,college,corporate auto,two-door car,6656,26628,85,0.0,408
6890,west,m,master,personal auto,four-door car,4905,46177,61,0.0,379
6891,west,m,doctor,personal auto,two-door car,5621,21142,71,0.0,79
6896,west,m,high school or below,corporate auto,suv,4145,37707,118,0.0,566
6897,west,f,college,personal auto,suv,4006,28987,102,0.0,246
6898,west,m,bachelor,personal auto,suv,16273,83589,103,0.0,366
6899,west,f,high school or below,personal auto,four-door car,5144,37707,72,0.0,375
6902,west,m,high school or below,personal auto,two-door car,2708,53807,68,0.0,64
6904,west,m,high school or below,personal auto,suv,4564,37707,124,0.0,595
6905,west,m,bachelor,corporate auto,four-door car,7443,57517,96,0.0,461
6907,west,f,bachelor,personal auto,suv,8419,37707,115,0.0,552
6908,west,f,high school or below,corporate auto,two-door car,2486,37707,72,0.0,518
6909,west,f,master,personal auto,four-door car,2867,26924,73,0.0,262
6911,west,f,bachelor,personal auto,four-door car,2531,89451,63,0.0,62
6912,west,f,bachelor,personal auto,two-door car,5556,97424,68,0.0,230
6913,west,m,bachelor,corporate auto,two-door car,6265,37707,89,0.0,850
6914,west,m,college,personal auto,two-door car,5639,24636,77,0.0,481
6915,west,m,master,personal auto,four-door car,3903,37707,104,0.0,499
6917,west,f,high school or below,corporate auto,four-door car,2567,21375,65,0.0,312
6921,west,f,college,personal auto,suv,4903,37707,133,0.0,638
6922,west,m,bachelor,personal auto,two-door car,2600,72766,65,0.0,91
6923,west,m,bachelor,personal auto,suv,4341,23352,112,0.0,538
6925,west,m,master,corporate auto,four-door car,2698,40154,67,0.0,361
6928,west,m,bachelor,personal auto,two-door car,7089,28121,90,0.0,432
6929,west,m,master,corporate auto,suv,8302,78032,103,0.0,324
6930,west,f,high school or below,corporate auto,two-door car,5671,69668,70,0.0,65
6933,west,m,high school or below,personal auto,four-door car,2671,52572,68,0.0,379
6934,west,f,bachelor,personal auto,four-door car,14032,91061,116,0.0,557
6935,west,m,high school or below,personal auto,suv,8314,40447,105,0.0,378
6936,west,f,master,personal auto,two-door car,7126,22490,90,0.0,89
6940,west,f,bachelor,personal auto,two-door car,3351,90213,83,0.0,398
6941,west,m,high school or below,personal auto,four-door car,4438,22768,112,0.0,538
6943,west,m,college,personal auto,sports car,4584,85245,115,0.0,557
6944,west,f,college,personal auto,four-door car,5946,65602,73,0.0,62
6945,west,m,college,personal auto,four-door car,4786,37707,68,0.0,199
6946,west,m,bachelor,personal auto,suv,7276,37707,106,0.0,1248
6947,west,f,college,personal auto,four-door car,4941,37707,71,0.0,512
6949,west,m,college,corporate auto,two-door car,7507,60920,64,0.0,231
6950,west,m,college,corporate auto,two-door car,2130,37707,62,0.0,446
6952,west,m,high school or below,personal auto,two-door car,4916,37707,67,0.0,322
6953,west,m,master,personal auto,four-door car,5068,74919,63,0.0,206
6954,west,f,bachelor,corporate auto,four-door car,7822,33963,99,0.0,223
6955,west,m,college,personal auto,four-door car,2897,75041,74,0.0,56
6958,west,f,college,personal auto,four-door car,7615,35045,96,0.0,421
6959,west,m,bachelor,personal auto,four-door car,2118,37707,64,0.0,426
6960,west,f,bachelor,personal auto,four-door car,2291,37707,64,0.0,483
6963,west,m,high school or below,corporate auto,four-door car,5709,75650,71,0.0,105
6964,west,m,bachelor,personal auto,four-door car,2628,31964,67,0.0,120
6966,west,m,master,corporate auto,four-door car,6111,22944,80,0.0,488
6967,west,m,master,personal auto,four-door car,2933,37707,78,0.0,398
6968,west,m,college,personal auto,suv,4325,94242,107,0.0,52
6971,west,f,bachelor,corporate auto,suv,7483,37707,101,0.0,978
6973,west,m,master,corporate auto,four-door car,2538,37707,68,0.0,326
6976,west,f,college,personal auto,two-door car,2657,18834,69,0.0,454
6977,west,m,master,personal auto,four-door car,11073,82807,92,0.0,302
6978,west,f,high school or below,corporate auto,two-door car,2499,72021,62,0.0,51
6980,west,f,high school or below,personal auto,four-door car,6656,39834,83,0.0,398
6981,west,m,college,personal auto,four-door car,2703,22415,69,0.0,353
6982,west,f,high school or below,corporate auto,four-door car,2567,61900,64,0.0,307
6983,west,f,doctor,corporate auto,four-door car,2777,30893,70,0.0,85
6987,west,m,bachelor,personal auto,four-door car,2982,79523,74,0.0,132
6988,west,m,college,personal auto,two-door car,2736,17533,73,0.0,350
6989,west,m,high school or below,personal auto,suv,8997,49706,113,0.0,618
6991,west,m,college,personal auto,two-door car,5844,77498,74,0.0,249
6992,west,m,bachelor,personal auto,suv,4015,28088,102,0.0,490
6993,west,m,high school or below,personal auto,four-door car,10782,73026,67,0.0,322
6995,west,f,master,corporate auto,sports car,9192,23823,115,0.0,567
6997,west,f,high school or below,corporate auto,four-door car,7635,37707,106,0.0,763
7002,west,m,high school or below,corporate auto,suv,12299,17101,113,0.0,542
7003,west,m,high school or below,personal auto,four-door car,2843,37707,81,0.0,583
7004,west,f,college,personal auto,two-door car,9498,37707,90,0.0,432
7007,west,m,bachelor,corporate auto,four-door car,5609,28483,72,0.0,346
7008,west,f,master,personal auto,four-door car,2701,89362,67,0.0,116
7010,west,m,college,personal auto,two-door car,2967,37707,81,0.0,389
7012,west,f,bachelor,personal auto,four-door car,6761,70829,85,0.0,553
7013,west,m,bachelor,personal auto,four-door car,5747,23504,73,0.0,350
7014,west,f,bachelor,corporate auto,suv,5049,37707,142,0.0,880
7015,west,f,bachelor,personal auto,four-door car,5715,74905,72,0.0,167
7016,west,m,high school or below,personal auto,four-door car,2230,37707,65,0.0,713
7017,west,m,high school or below,personal auto,two-door car,7228,25926,61,0.0,293
7018,west,m,bachelor,corporate auto,suv,4393,33640,113,0.0,542
7020,west,f,high school or below,personal auto,four-door car,6679,37707,91,0.0,655
7022,west,m,bachelor,personal auto,suv,3695,37707,102,0.0,611
7025,west,f,college,personal auto,two-door car,4737,37707,68,0.0,326
7026,west,m,bachelor,corporate auto,four-door car,9411,96060,117,0.0,562
7027,west,f,college,personal auto,four-door car,5878,25398,74,0.0,466
7029,west,m,college,personal auto,two-door car,5926,92949,74,0.0,337
7030,west,f,bachelor,corporate auto,four-door car,4874,37707,68,0.0,356
7034,west,f,bachelor,personal auto,suv,4149,61896,104,0.0,461
7035,west,f,doctor,personal auto,four-door car,2519,39317,64,0.0,78
7036,west,m,bachelor,personal auto,four-door car,3844,43987,96,0.0,461
7038,west,m,bachelor,corporate auto,two-door car,2619,78618,66,0.0,226
7040,west,m,college,personal auto,four-door car,2615,57023,67,0.0,251
7042,west,m,high school or below,corporate auto,suv,6827,37707,102,0.0,957
7043,west,m,high school or below,corporate auto,suv,5620,37707,153,0.0,1027
7044,west,f,high school or below,personal auto,suv,3907,37707,109,0.0,666
7045,west,m,college,corporate auto,suv,3623,37707,108,0.0,1254
7048,west,f,college,personal auto,suv,5501,44019,138,0.0,165
7049,west,f,bachelor,personal auto,four-door car,3359,59367,84,0.0,7
7050,west,f,high school or below,corporate auto,four-door car,7502,38874,94,0.0,331
7051,west,f,college,personal auto,four-door car,11664,37707,107,0.0,514
7052,west,f,high school or below,personal auto,four-door car,5133,28647,69,0.0,331
7053,west,f,high school or below,personal auto,two-door car,8732,51205,72,0.0,186
7054,west,m,master,corporate auto,suv,9424,46897,118,0.0,323
7059,west,f,bachelor,personal auto,four-door car,5678,37707,76,0.0,365
7060,west,m,master,personal auto,suv,16262,60646,134,0.0,643
7062,west,m,bachelor,corporate auto,two-door car,4629,37707,67,0.0,482
7063,west,m,college,personal auto,two-door car,5032,66367,64,0.0,307
7064,west,f,college,personal auto,four-door car,4100,47761,104,0.0,541
7068,west,m,college,personal auto,four-door car,7524,21941,96,0.0,691
