state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
4893,west,m,high school or below,4191,37707,64,1.0,personal auto,two-door car,536
4894,central,m,college,8161,12266,114,1.0,personal auto,suv,732
4895,west,m,master,2785,61807,70,0.0,personal auto,four-door car,104
4897,west,m,bachelor,19364,49945,70,0.0,personal auto,four-door car,50
4898,central,f,bachelor,7154,28204,182,0.0,personal auto,luxury car,532
4899,central,m,high school or below,8779,54726,219,0.0,corporate auto,luxury car,1051
4900,northeast,f,master,2731,43386,68,0.0,personal auto,two-door car,315
4901,central,m,high school or below,7429,37707,101,0.0,personal auto,four-door car,550
4902,central,m,college,2617,72302,66,0.0,personal auto,two-door car,317
4903,central,m,bachelor,8045,71391,67,0.0,corporate auto,four-door car,284
4904,central,m,bachelor,2534,21606,71,3.0,personal auto,four-door car,341
4905,west,f,bachelor,10014,74489,124,0.0,special auto,suv,129
4906,east,m,high school or below,4745,50549,61,0.0,personal auto,four-door car,293
4907,central,f,bachelor,14041,37707,195,1.0,personal auto,luxury suv,669
4908,west,f,bachelor,14635,37707,139,0.0,corporate auto,suv,667
4909,west,m,college,3885,37707,105,0.0,personal auto,four-door car,504
4910,west,f,bachelor,5107,35625,65,1.0,personal auto,four-door car,289
4911,east,f,high school or below,9385,25370,116,0.0,special auto,suv,557
4912,central,m,college,5008,51523,62,0.0,personal auto,four-door car,298
4913,central,m,bachelor,49424,85058,137,0.0,personal auto,suv,595
4914,west,m,bachelor,8559,37707,125,0.0,personal auto,suv,616
4915,west,f,high school or below,4893,27005,61,0.0,corporate auto,four-door car,312
4916,central,f,college,5366,62808,66,0.0,special auto,two-door car,212
4917,west,f,high school or below,5164,88692,64,0.0,personal auto,four-door car,253
4918,northeast,m,high school or below,38055,37707,115,0.0,special auto,suv,552
4919,northeast,f,master,7403,19064,98,1.0,personal auto,four-door car,136
4920,northeast,m,high school or below,6052,37707,88,0.0,personal auto,two-door car,634
4921,northeast,m,bachelor,7229,60345,93,0.0,personal auto,two-door car,36
4922,northeast,f,bachelor,3301,59592,84,0.0,personal auto,four-door car,161
4923,west,f,college,5505,15648,73,1.0,special auto,two-door car,413
4924,west,f,bachelor,4334,23904,123,3.0,corporate auto,suv,590
4925,northeast,f,college,4349,90893,110,0.0,personal auto,suv,700
4926,central,m,high school or below,4882,37707,66,0.0,personal auto,four-door car,475
4927,northeast,f,college,10115,74001,84,0.0,corporate auto,four-door car,224
4928,northeast,m,college,5260,28447,67,0.0,personal auto,four-door car,322
4929,west,m,college,4014,56586,100,0.0,personal auto,sports car,122
4930,northeast,m,bachelor,6285,37707,172,0.0,personal auto,suv,826
4931,northeast,m,doctor,4519,19186,62,0.0,personal auto,four-door car,298
4932,central,f,high school or below,17738,65348,110,0.0,corporate auto,sports car,134
4933,west,f,doctor,6265,37707,84,1.0,personal auto,four-door car,481
4934,northeast,f,master,12169,37707,109,0.0,special auto,sports car,31
4935,west,m,college,3618,37707,99,0.0,special auto,four-door car,475
4936,northeast,f,high school or below,6475,37707,91,0.0,personal auto,four-door car,437
4937,west,f,college,5575,18892,73,0.0,personal auto,four-door car,107
4938,northeast,m,high school or below,32145,19066,103,0.0,personal auto,two-door car,494
4939,northeast,m,bachelor,8223,95102,101,0.0,corporate auto,four-door car,94
4940,central,f,college,7463,70263,93,0.0,corporate auto,two-door car,7
4941,west,f,master,9031,37707,122,0.0,corporate auto,sports car,651
4942,central,f,high school or below,7029,18120,63,4.0,personal auto,two-door car,302
4943,central,f,bachelor,7407,38169,62,0.0,corporate auto,four-door car,72
4945,central,f,college,10719,86036,90,3.0,personal auto,four-door car,501
4946,east,f,college,3721,37707,101,0.0,personal auto,suv,862
4947,central,m,doctor,3528,31278,92,4.0,personal auto,two-door car,442
4948,central,f,high school or below,17085,20053,62,1.0,personal auto,four-door car,10
4949,west,f,college,11955,71587,99,0.0,personal auto,two-door car,133
4951,northeast,f,high school or below,4669,76157,116,0.0,personal auto,two-door car,557
4952,central,f,high school or below,9101,59183,113,0.0,personal auto,suv,542
4953,west,m,master,14663,91015,73,1.0,personal auto,two-door car,119
4954,west,m,college,7530,52774,66,4.0,corporate auto,two-door car,78
4956,west,f,bachelor,8072,57938,101,0.0,special auto,suv,282
4957,northeast,f,high school or below,7645,26526,99,0.0,personal auto,four-door car,524
4958,west,m,bachelor,2485,76608,62,0.0,personal auto,four-door car,91
4959,central,m,college,13144,37707,194,0.0,personal auto,luxury suv,931
4960,northeast,f,high school or below,3129,48056,78,0.0,corporate auto,four-door car,374
4961,west,m,bachelor,8350,45428,109,1.0,corporate auto,suv,487
4962,central,f,bachelor,3242,89196,81,0.0,personal auto,four-door car,41
4963,west,f,bachelor,6925,88893,86,0.0,personal auto,four-door car,73
4964,northeast,m,bachelor,5099,37707,97,4.0,personal auto,two-door car,609
4965,central,f,bachelor,2885,92722,72,1.0,corporate auto,two-door car,28
4966,central,f,high school or below,5980,57693,76,0.0,personal auto,four-door car,547
4967,central,f,bachelor,5416,53249,67,0.0,personal auto,four-door car,343
4968,northeast,f,bachelor,2345,26304,63,0.0,personal auto,four-door car,302
4969,west,f,high school or below,12557,37707,70,0.0,personal auto,two-door car,504
4970,northeast,m,high school or below,2839,71460,74,5.0,personal auto,four-door car,94
4971,central,f,high school or below,5595,74454,71,0.0,corporate auto,four-door car,341
4972,west,f,bachelor,3980,96413,99,0.0,personal auto,four-door car,560
4973,northeast,f,high school or below,10926,98542,90,0.0,personal auto,two-door car,432
4974,northeast,f,master,5670,43416,70,0.0,personal auto,four-door car,336
4975,northeast,f,high school or below,5168,81182,64,0.0,corporate auto,four-door car,307
4976,central,m,bachelor,2760,79065,69,0.0,corporate auto,four-door car,291
4977,central,m,high school or below,10383,11721,102,2.0,personal auto,suv,561
4978,west,f,college,3816,82414,95,0.0,personal auto,four-door car,30
4979,west,m,high school or below,11172,14533,63,0.0,personal auto,four-door car,302
4980,central,m,high school or below,2457,37707,73,0.0,personal auto,four-door car,526
4981,west,f,bachelor,7481,52513,65,3.0,personal auto,two-door car,91
4982,northeast,f,college,2660,37707,87,3.0,personal auto,four-door car,420
4983,northeast,f,master,4627,79487,114,0.0,personal auto,suv,547
4985,west,f,college,4793,20181,66,2.0,personal auto,four-door car,317
4986,central,m,bachelor,2821,73339,71,0.0,corporate auto,four-door car,244
4987,central,f,college,17442,80969,217,0.0,personal auto,luxury suv,1042
4988,northeast,f,bachelor,4203,74057,105,1.0,personal auto,suv,632
4989,northeast,f,bachelor,7851,32225,66,0.0,personal auto,four-door car,317
4990,central,f,high school or below,8932,60909,112,0.0,personal auto,suv,412
4991,west,m,high school or below,5060,70999,63,0.0,corporate auto,four-door car,306
4992,northeast,f,college,11196,75457,93,0.0,personal auto,four-door car,152
4993,northeast,m,high school or below,4431,24059,112,0.0,personal auto,suv,538
4994,west,m,college,10330,56480,87,0.0,personal auto,four-door car,385
4995,northeast,f,college,9919,37586,63,0.0,corporate auto,two-door car,153
4996,central,m,high school or below,5876,97026,73,0.0,personal auto,two-door car,97
4997,east,m,college,2734,54010,69,0.0,personal auto,four-door car,331
4998,central,f,bachelor,3694,87485,92,0.0,personal auto,four-door car,442
4999,east,f,bachelor,9522,74583,118,0.0,personal auto,suv,161
5000,northeast,m,college,4378,37707,64,0.0,personal auto,two-door car,461
5001,central,m,high school or below,6432,21238,95,4.0,personal auto,four-door car,456
5002,central,f,high school or below,6723,37707,93,0.0,personal auto,four-door car,670
5003,west,f,high school or below,2397,22283,65,0.0,personal auto,four-door car,572
5004,central,m,master,2394,58237,63,3.0,personal auto,two-door car,274
5005,west,f,bachelor,2359,19864,63,0.0,personal auto,four-door car,352
5006,northeast,f,college,4081,57283,106,1.0,personal auto,suv,338
5007,east,m,master,27000,37707,104,0.0,personal auto,four-door car,623
5008,northeast,m,college,10914,71656,137,0.0,special auto,suv,62
5009,central,f,bachelor,3446,37707,94,0.0,corporate auto,four-door car,591
5010,west,m,bachelor,6625,41460,83,0.0,personal auto,four-door car,398
5011,east,f,bachelor,20067,85165,101,0.0,personal auto,four-door car,384
5012,central,f,high school or below,3872,37707,111,0.0,personal auto,four-door car,799
5013,west,f,bachelor,4171,36723,106,1.0,personal auto,suv,580
5015,central,m,doctor,9009,32260,113,0.0,personal auto,four-door car,601
5017,northeast,m,high school or below,2506,92056,62,0.0,personal auto,four-door car,89
5018,west,f,college,4968,28524,62,0.0,personal auto,four-door car,298
5019,west,m,college,1918,37707,61,2.0,personal auto,two-door car,439
5020,northeast,f,bachelor,3146,28089,82,1.0,personal auto,two-door car,412
5021,west,f,bachelor,5963,87020,74,0.0,personal auto,four-door car,331
5022,west,m,doctor,2861,27907,74,1.0,personal auto,four-door car,406
5023,northeast,f,bachelor,2857,91811,70,0.0,personal auto,four-door car,334
5024,west,m,high school or below,7630,37707,111,0.0,special auto,suv,799
5025,northeast,m,college,5716,69451,72,0.0,corporate auto,four-door car,230
5026,central,m,bachelor,5114,92427,64,2.0,personal auto,four-door car,126
5027,central,f,doctor,5070,37707,69,0.0,personal auto,four-door car,331
5029,northeast,f,high school or below,8680,55842,109,0.0,personal auto,suv,703
5030,northeast,m,college,4911,52796,62,0.0,corporate auto,four-door car,298
5031,west,m,master,17430,41775,109,0.0,personal auto,sports car,105
5033,west,f,high school or below,5672,34974,71,0.0,special auto,four-door car,315
5034,east,f,college,14413,56457,73,0.0,personal auto,four-door car,138
5036,west,f,bachelor,2363,27839,65,5.0,personal auto,two-door car,312
5037,west,m,high school or below,4656,88240,117,0.0,personal auto,suv,562
5038,northeast,f,high school or below,35692,37707,102,0.0,personal auto,suv,1123
5039,west,m,college,10249,52693,129,0.0,personal auto,suv,619
5040,northeast,f,bachelor,6898,65337,173,1.0,personal auto,suv,830
5041,northeast,f,bachelor,5010,64014,63,0.0,corporate auto,four-door car,296
5042,northeast,f,high school or below,4250,37707,61,1.0,personal auto,four-door car,293
5044,central,f,high school or below,4962,20951,65,0.0,personal auto,four-door car,312
5045,northeast,f,high school or below,4477,37707,62,0.0,personal auto,four-door car,298
5046,east,f,high school or below,2755,39393,70,1.0,special auto,four-door car,406
5047,northeast,m,college,8272,62912,69,0.0,personal auto,two-door car,168
5048,west,m,high school or below,5927,33561,152,0.0,corporate auto,sports car,235
5049,east,f,high school or below,8548,53055,112,2.0,personal auto,suv,538
5050,central,m,high school or below,21284,37707,63,0.0,personal auto,two-door car,302
5051,northeast,f,high school or below,6447,55037,80,1.0,corporate auto,four-door car,482
5052,northeast,f,high school or below,4484,37707,65,0.0,personal auto,four-door car,463
5053,northeast,f,high school or below,30287,27587,103,1.0,corporate auto,sports car,241
5054,west,f,high school or below,13840,29658,119,0.0,personal auto,suv,571
5055,west,f,college,5392,63633,68,1.0,corporate auto,two-door car,374
5056,west,m,college,3847,23459,96,0.0,personal auto,four-door car,185
5057,central,m,high school or below,6369,34498,83,0.0,personal auto,two-door car,398
5058,central,f,college,5317,28559,66,0.0,corporate auto,four-door car,427
5059,northeast,m,doctor,5124,73740,64,0.0,personal auto,two-door car,229
5060,east,m,high school or below,4152,37707,125,0.0,personal auto,suv,900
5061,west,f,college,2595,25925,72,3.0,corporate auto,two-door car,661
5062,central,m,bachelor,5763,31725,76,0.0,personal auto,two-door car,177
5063,east,m,college,18371,49659,234,0.0,personal auto,luxury car,1685
5064,west,m,bachelor,21923,81197,109,0.0,personal auto,sports car,95
5065,central,f,master,10547,43922,88,0.0,personal auto,four-door car,109
5066,central,f,bachelor,8389,87123,69,0.0,corporate auto,four-door car,118
5067,northeast,f,bachelor,7189,37707,66,0.0,personal auto,four-door car,279
5068,northeast,f,master,3239,68745,80,0.0,personal auto,four-door car,474
5069,west,f,college,10961,29815,95,0.0,personal auto,four-door car,76
5070,northeast,f,high school or below,2661,53333,66,0.0,personal auto,two-door car,23
5072,east,m,high school or below,15484,24661,196,0.0,personal auto,luxury suv,1961
5073,northeast,m,bachelor,8941,95351,111,0.0,personal auto,sports car,406
5074,east,f,bachelor,5084,62088,64,2.0,corporate auto,two-door car,73
5075,central,f,master,9031,37707,122,0.0,personal auto,sports car,651
5076,northeast,m,college,32098,31503,105,3.0,personal auto,suv,504
5077,northeast,m,college,22332,49078,97,0.0,corporate auto,four-door car,484
5078,central,f,high school or below,8560,28120,112,0.0,personal auto,suv,538
5079,west,f,college,7715,37707,106,0.0,personal auto,sports car,763
5080,west,m,bachelor,2937,44369,77,3.0,personal auto,four-door car,362
5081,east,m,high school or below,5112,15131,67,0.0,personal auto,four-door car,322
5082,west,f,bachelor,5120,26890,65,0.0,personal auto,two-door car,312
5083,west,m,doctor,2495,45855,62,1.0,personal auto,four-door car,1
5084,northeast,m,bachelor,23595,76358,66,0.0,corporate auto,four-door car,86
5085,west,f,bachelor,5656,45586,72,0.0,personal auto,four-door car,203
5086,central,m,college,15673,43267,78,0.0,special auto,four-door car,453
5087,northeast,m,high school or below,8509,37707,82,0.0,personal auto,four-door car,590
5088,northeast,m,master,6418,46648,81,0.0,personal auto,four-door car,124
5089,northeast,f,high school or below,3056,42406,77,0.0,corporate auto,four-door car,109
5090,west,m,master,5746,50798,72,0.0,personal auto,four-door car,65
5093,northeast,m,bachelor,5029,37707,67,0.0,personal auto,four-door car,81
5094,west,f,bachelor,3410,85023,85,0.0,personal auto,four-door car,408
5095,northeast,f,high school or below,4348,37707,62,0.0,corporate auto,four-door car,676
5096,central,f,high school or below,8337,74460,69,0.0,corporate auto,two-door car,331
5097,central,m,bachelor,2347,22932,62,0.0,personal auto,four-door car,298
5098,central,f,college,4991,54189,62,0.0,personal auto,two-door car,29
5099,west,m,college,2880,42247,74,0.0,personal auto,two-door car,355
5100,west,m,high school or below,3482,37707,96,0.0,personal auto,four-door car,726
5101,west,m,high school or below,8216,37707,117,0.0,personal auto,four-door car,983
5102,northeast,m,bachelor,3155,36706,80,0.0,personal auto,four-door car,488
5103,central,m,college,5292,67899,66,1.0,corporate auto,four-door car,317
5104,northeast,f,college,6554,37707,61,0.0,corporate auto,two-door car,366
5105,east,f,college,7618,41900,63,0.0,corporate auto,four-door car,170
5106,central,m,bachelor,24611,72786,76,0.0,personal auto,four-door car,364
5107,northeast,f,college,3143,60108,78,0.0,personal auto,four-door car,507
5108,central,f,high school or below,32021,31433,100,0.0,personal auto,suv,635
5109,east,f,college,5097,27940,65,1.0,personal auto,two-door car,28
5110,west,f,high school or below,4890,51246,122,0.0,personal auto,suv,818
5111,northeast,m,bachelor,5113,56587,65,1.0,personal auto,four-door car,312
5112,central,f,high school or below,2725,45025,69,1.0,personal auto,four-door car,452
